node,GEOID20,district
776,45029970402,1
777,45051070500,2
778,45051070200,2
779,45051050500,2
780,45051040500,2
781,45051020100,2
782,45051010100,2
783,45051040200,2
784,45029990100,1
785,45079010501,0
786,45079011412,0
787,45079011413,0
788,45079980100,0
789,45079011607,0
790,45079011414,0
791,45079011419,0
792,45079011418,0
793,45079010308,3
794,45079010411,3
795,45051040300,2
796,45041001700,5
797,45041002600,5
798,45041002500,5
799,45041002400,0
800,45073031100,4
801,45073030100,4
802,45073031000,4
803,45073030701,4
804,45073030500,4
805,45073030702,4
806,45041000201,5
807,45041000300,5
808,45041000400,5
809,45041001800,5
810,45041002300,5
811,45041002000,0
812,45051040400,2
813,45051050200,2
814,45051050600,2
815,45051050700,2
816,45041000900,5
817,45041001000,5
818,45019004613,2
819,45057010900,5
820,45057011002,5
821,45057010800,5
822,45057010600,5
823,45057010700,5
824,45057010100,5
825,45057010400,5
826,45057011100,5
827,45057010300,5
828,45057010500,5
829,45057011001,5
830,45025950102,5
831,45025950101,5
832,45025950501,5
833,45031010902,5
834,45031011201,5
835,45031010901,5
836,45031011202,5
837,45031011302,5
838,45031011301,5
839,45079011202,0
840,45007011401,4
841,45007000500,4
842,45007000800,4
843,45007001100,4
844,45007012300,4
845,45007011600,4
846,45007011901,4
847,45007011001,4
848,45007012200,4
849,45007010800,4
850,45023020500,5
851,45023020200,5
852,45023020400,5
853,45023020300,5
854,45023020800,5
855,45023020700,5
856,45023020900,5
857,45023021000,5
858,45023020100,5
859,45007000200,4
860,45007000300,4
861,45011970500,0
862,45011970300,0
863,45011970200,0
864,45007000900,4
865,45007001000,4
866,45007010300,4
867,45035010823,1
868,45035010301,0
869,45035010302,0
870,45035010821,1
871,45035010822,1
872,45035010506,1
873,45035010508,1
874,45035010507,1
875,45007011100,4
876,45007011800,4
877,45007000600,4
878,45007010200,4
879,45007010900,4
880,45049920402,1
881,45049920401,1
882,45049920202,1
883,45049920201,0
884,45085000401,0
885,45085001803,0
886,45085001804,0
887,45085000402,0
888,45085001903,0
889,45019004901,2
890,45019004902,2
891,45071950100,5
892,45071950300,3
893,45059920201,3
894,45059921002,3
895,45059920102,4
896,45057011209,5
897,45057011211,5
898,45057011208,5
899,45057011207,5
900,45057011210,5
901,45003022004,3
902,45003020303,3
903,45003020604,3
904,45003021003,3
905,45003020603,3
906,45003020904,3
907,45001950402,4
908,45001950401,4
909,45073030903,4
910,45073030201,4
911,45073030801,4
912,45073030802,4
913,45073030301,4
914,45073030403,4
915,45073030404,4
916,45073030904,4
917,45073030202,4
918,45073030302,4
919,45051050402,2
920,45007010107,4
921,45007010406,4
922,45007010601,4
923,45007011204,4
924,45007010106,4
925,45007010502,4
926,45007011701,4
927,45007011501,4
928,45007010602,4
929,45007011301,4
930,45007010108,4
931,45007010404,4
932,45007011702,4
933,45007010702,4
934,45007011302,4
935,45007010501,4
936,45007010405,4
937,45007011203,4
938,45007010105,4
939,45007011502,4
940,45007010403,4
941,45007010701,4
942,45007000702,4
943,45007000701,4
944,45031011100,5
945,45027960802,0
946,45027980000,0
947,45051060310,2
948,45051020302,2
949,45051051607,2
950,45051020202,2
951,45051020201,2
952,45051020301,2
953,45051030104,2
954,45051051606,2
955,45051060211,2
956,45051050902,2
957,45051060210,2
958,45051050901,2
959,45051051608,2
960,45051051609,2
961,45051060309,2
962,45031011500,5
963,45031011400,5
964,45031010700,5
965,45031010300,5
966,45031011000,5
967,45031010400,5
968,45031010200,5
969,45031010800,5
970,45031010100,5
971,45031010500,5
972,45031011600,0
973,45031010600,5
974,45079002400,0
975,45079011407,0
976,45079010600,0
977,45079010701,0
978,45079010200,0
979,45079010408,0
980,45079011102,0
981,45079012000,0
982,45079000300,0
983,45079010403,3
984,45079011702,0
985,45079011303,0
986,45079010702,0
987,45079011304,0
988,45079010305,3
989,45083023406,6
990,45083023806,6
991,45083023602,4
992,45083023601,6
993,45083022408,6
994,45083023104,6
995,45083022805,6
996,45083023902,6
997,45083021805,6
998,45083022306,6
999,45083022702,6
1000,45083022902,6
1001,45083022701,6
1002,45083022901,6
1003,45083022804,6
1004,45083022407,6
1005,45083022803,6
1006,45083022411,6
1007,45083022410,6
1008,45083022305,6
1009,45083023805,6
1010,45083023408,6
1011,45083023901,6
1012,45083023004,6
1013,45083023003,6
1014,45083022806,6
1015,45083021806,6
1016,45083021904,6
1017,45083023804,6
1018,45083023409,6
1019,45083023803,6
1020,45083021903,6
1021,45083023407,6
1022,45083022409,6
1023,45083023103,6
1024,45077011205,4
1025,45045000400,4
1026,45015020602,2
1027,45015020304,0
1028,45015020407,2
1029,45015020601,2
1030,45015020303,0
1031,45015020406,2
1032,45045000500,4
1033,45053990100,1
1034,45013010100,1
1035,45013010300,1
1036,45013000100,1
1037,45013000300,1
1038,45013010700,1
